Current;Best
4487;7806
3492;7806
3685;7806
4302;7806
4869;7806
5073;7806
4968;7806
4655;7806
4731;7806
5878;7806
2521;7806
3102;7806
3423;7806
4878;7806
2764;7806
4145;7806
4515;7806
3329;7806
2591;7806
4997;7806
5139;7806
3212;7806
3870;7806
6365;7806
3807;7806
3392;7806
2060;7806
2899;7806
3220;7806
5140;7806
4701;7806
1757;7806
2839;7806
3623;7806
4233;7806
3795;7806
3459;7806
3234;7806
3595;7806
4130;7806
4509;7806
3561;7806
3080;7806
2749;7806
3245;7806
4678;7806
3632;7806
3686;7806
2837;7806
7340;7806
3685;7806
3991;7806
3488;7806
3112;7806
3497;7806
3135;7806
3228;7806
2841;7806
4936;7806
2736;7806
3720;7806
5212;7806
3791;7806
4163;7806
3752;7806
3500;7806
5052;7806
5661;7806
4222;7806
3451;7806
4679;7806
4106;7806
4215;7806
4671;7806
4972;7806
2653;7806
4411;7806
5470;7806
2173;7806
2883;7806
3771;7806
4189;7806
4494;7806
2961;7806
4612;7806
3063;7806
5545;7806
4430;7806
3362;7806
6160;7806
3512;7806
4237;7806
2512;7806
Current;Best
3797;3797
2525;3797
3529;3797
6430;6430
4995;6430
4215;6430
4758;6430
3112;6430
3168;6430
3903;6430
5056;6430
3871;6430
4481;6430
5070;6430
5315;6430
3837;6430
4212;6430
5028;6430
3552;6430
4618;6430
4047;6430
3278;6430
5111;6430
2159;6430
3430;6430
1652;6430
4524;6430
3582;6430
5135;6430
3859;6430
5790;6430
2978;6430
5542;6430
5441;6430
3588;6430
3539;6430
3892;6430
2796;6430
4359;6430
3894;6430
3698;6430
3568;6430
3098;6430
8300;8300
4342;8300
5076;8300
6310;8300
3549;8300
3814;8300
4038;8300
3652;8300
4561;8300
5200;8300
3157;8300
2828;8300
3744;8300
4027;8300
6168;8300
3175;8300
2125;8300
3937;8300
5401;8300
2416;8300
5602;8300
5079;8300
4706;8300
2990;8300
3829;8300
2458;8300
4785;8300
2096;8300
4048;8300
1851;8300
5101;8300
4400;8300
2766;8300
6419;8300
5432;8300
3234;8300
4871;8300
6405;8300
3170;8300
4508;8300
6677;8300
4636;8300
3861;8300
3116;8300
3450;8300
4093;8300
6236;8300
4830;8300
4361;8300
4925;8300
3502;8300
4665;8300
4941;8300
4617;8300
4935;8300
3670;8300
5077;8300
4830;8300
2686;8300
6547;8300
3700;8300
6526;8300
4581;8300
2942;8300
5605;8300
3414;8300
4554;8300
2752;8300
3960;8300
4886;8300
3833;8300
4177;8300
3590;8300
4448;8300
2138;8300
3587;8300
5494;8300
4386;8300
5303;8300
5336;8300
5420;8300
4699;8300
3001;8300
3912;8300
6665;8300
3812;8300
4532;8300
6492;8300
4346;8300
4820;8300
5551;8300
3797;8300
4703;8300
5543;8300
4732;8300
2910;8300
5780;8300
4385;8300
4116;8300
3837;8300
2574;8300
Current;Best
5649;5649
4688;5649
5196;5649
2757;5649
3354;5649
3860;5649
3300;5649
4252;5649
4270;5649
4709;5649
3153;5649
4561;5649
4566;5649
4517;5649
4178;5649
3935;5649
4795;5649
5093;5649
3881;5649
3959;5649
5134;5649
2722;5649
2911;5649
5488;5649
3591;5649
6428;6428
4747;6428
4342;6428
4495;6428
3844;6428
3204;6428
5234;6428
4155;6428
4281;6428
6236;6428
4431;6428
5325;6428
4150;6428
6306;6428
4072;6428
3746;6428
3518;6428
3728;6428
4751;6428
5636;6428
4431;6428
2029;6428
3477;6428
3008;6428
4250;6428
3745;6428
4688;6428
2335;6428
3399;6428
3642;6428
4647;6428
5157;6428
3675;6428
3795;6428
3379;6428
4453;6428
3430;6428
4307;6428
5249;6428
3578;6428
3052;6428
7969;7969
4780;7969
5169;7969
2881;7969
3746;7969
5848;7969
4685;7969
4079;7969
6683;7969
4004;7969
3174;7969
3739;7969
5108;7969
4119;7969
4043;7969
4169;7969
6599;7969
7028;7969
3025;7969
4153;7969
3546;7969
4555;7969
3224;7969
2585;7969
4124;7969
4853;7969
3045;7969
2885;7969
3301;7969
3765;7969
5963;7969
4193;7969
3929;7969
2692;7969
2243;7969
4263;7969
3526;7969
2807;7969
3985;7969
2357;7969
4829;7969
4062;7969
3967;7969
4002;7969
3688;7969
2672;7969
2634;7969
4553;7969
2898;7969
2749;7969
5948;7969
2923;7969
2795;7969
3605;7969
3375;7969
2833;7969
4866;7969
5101;7969
4357;7969
5086;7969
4837;7969
4149;7969
5533;7969
4017;7969
5357;7969
4233;7969
2990;7969
6170;7969
5980;7969
5632;7969
2393;7969
4271;7969
6186;7969
5057;7969
2539;7969
3945;7969
4562;7969
4399;7969
3641;7969
3145;7969
3043;7969
6347;7969
5798;7969
5443;7969
2943;7969
3415;7969
3290;7969
4119;7969
3112;7969
4465;7969
3017;7969
5846;7969
4850;7969
2351;7969
5869;7969
5383;7969
5379;7969
5122;7969
5924;7969
4059;7969
3888;7969
Current;Best
3270;3270
4659;4659
5997;5997
5371;5997
3033;5997
4567;5997
2509;5997
3027;5997
3834;5997
4427;5997
5711;5997
3243;5997
4939;5997
6890;6890
2668;6890
3687;6890
2237;6890
4167;6890
2131;6890
3432;6890
5188;6890
4735;6890
5633;6890
3721;6890
5429;6890
6481;6890
2932;6890
4883;6890
2091;6890
7047;7047
5593;7047
4086;7047
4523;7047
3166;7047
4452;7047
3562;7047
3731;7047
4407;7047
7144;7144
5744;7144
3346;7144
5079;7144
3978;7144
6003;7144
3938;7144
4682;7144
3735;7144
4996;7144
4996;7144
3064;7144
4962;7144
3170;7144
7558;7558
4453;7558
3828;7558
4071;7558
6085;7558
6186;7558
3695;7558
4847;7558
2784;7558
3348;7558
5647;7558
3761;7558
5656;7558
2393;7558
5495;7558
2624;7558
4456;7558
3232;7558
3229;7558
4563;7558
2727;7558
4351;7558
3965;7558
5985;7558
4895;7558
3451;7558
2140;7558
2594;7558
3313;7558
2272;7558
5678;7558
4355;7558
5224;7558
3957;7558
3970;7558
5544;7558
4850;7558
3738;7558
4124;7558
2930;7558
2839;7558
5250;7558
2940;7558
3063;7558
3184;7558
3999;7558
5055;7558
3959;7558
3688;7558
4508;7558
2931;7558
4194;7558
4706;7558
4446;7558
4774;7558
5472;7558
5231;7558
5442;7558
5643;7558
3525;7558
6947;7558
4666;7558
5117;7558
5566;7558
4948;7558
5189;7558
3434;7558
3797;7558
3405;7558
3804;7558
4345;7558
2583;7558
3288;7558
4619;7558
5458;7558
4995;7558
6435;7558
4429;7558
2137;7558
6069;7558
4918;7558
4657;7558
5800;7558
4304;7558
4445;7558
4644;7558
4567;7558
4130;7558
3118;7558
4831;7558
5469;7558
3964;7558
3709;7558
6515;7558
3960;7558
3360;7558
5718;7558
3704;7558
5327;7558
4141;7558
4956;7558
Current;Best
4313;4313
4493;4493
5057;5057
3689;5057
6953;6953
4500;6953
3766;6953
3674;6953
2899;6953
4250;6953
5793;6953
5300;6953
3533;6953
4324;6953
5895;6953
5589;6953
4642;6953
4267;6953
4703;6953
3565;6953
4051;6953
3513;6953
3536;6953
3872;6953
4269;6953
2508;6953
5331;6953
6211;6953
4942;6953
6709;6953
5145;6953
2436;6953
3518;6953
5963;6953
2872;6953
2972;6953
4469;6953
4325;6953
3948;6953
3690;6953
3897;6953
2820;6953
4399;6953
6007;6953
3228;6953
4106;6953
3549;6953
2133;6953
5016;6953
3912;6953
5699;6953
3036;6953
3941;6953
4959;6953
6578;6953
6602;6953
3959;6953
3680;6953
3766;6953
3101;6953
3315;6953
3566;6953
3625;6953
4035;6953
4624;6953
3133;6953
4104;6953
4397;6953
3976;6953
7134;7134
4302;7134
5044;7134
5589;7134
3864;7134
3216;7134
5476;7134
4203;7134
4412;7134
3507;7134
4128;7134
5180;7134
4008;7134
4360;7134
4268;7134
4085;7134
4440;7134
4811;7134
6756;7134
4370;7134
4573;7134
3672;7134
5018;7134
2534;7134
3551;7134
5686;7134
4162;7134
4717;7134
3610;7134
3238;7134
4105;7134
3347;7134
3536;7134
4397;7134
2462;7134
2965;7134
3442;7134
5487;7134
4103;7134
2806;7134
4889;7134
3307;7134
3354;7134
3778;7134
3916;7134
4101;7134
3295;7134
4134;7134
6356;7134
6782;7134
2899;7134
4739;7134
2615;7134
4300;7134
4738;7134
2924;7134
5846;7134
2379;7134
4041;7134
4217;7134
3677;7134
2452;7134
4593;7134
3171;7134
4360;7134
4654;7134
2491;7134
4281;7134
3695;7134
3794;7134
1916;7134
4378;7134
5016;7134
4691;7134
3996;7134
2692;7134
4418;7134
3319;7134
4239;7134
3452;7134
2505;7134
4703;7134
3532;7134
3871;7134
2587;7134
3889;7134
3263;7134
4835;7134
5477;7134
5076;7134
4205;7134
3537;7134
5089;7134
4949;7134
3923;7134
3262;7134
5617;7134
2893;7134
2722;7134
5690;7134
3790;7134
Current;Best
6872;6872
3450;6872
5084;6872
2194;6872
4699;6872
5223;6872
3875;6872
4050;6872
4736;6872
3642;6872
5355;6872
3717;6872
3121;6872
3293;6872
7748;7748
4809;7748
7744;7748
4286;7748
4455;7748
2822;7748
3330;7748
3705;7748
4787;7748
3509;7748
4366;7748
2445;7748
3109;7748
2383;7748
6235;7748
4986;7748
4121;7748
5114;7748
4594;7748
2940;7748
4121;7748
4389;7748
2751;7748
4625;7748
3914;7748
2916;7748
2566;7748
3916;7748
4059;7748
4172;7748
4636;7748
5050;7748
3377;7748
4252;7748
2325;7748
4833;7748
3144;7748
5362;7748
3217;7748
8271;8271
4804;8271
4885;8271
2741;8271
5369;8271
3076;8271
2929;8271
4279;8271
3002;8271
4885;8271
7371;8271
4026;8271
5655;8271
3667;8271
2930;8271
2721;8271
2566;8271
5076;8271
4133;8271
6077;8271
4023;8271
5444;8271
4450;8271
5342;8271
4728;8271
3919;8271
3661;8271
4893;8271
4308;8271
3221;8271
4165;8271
3724;8271
3501;8271
3328;8271
3802;8271
4894;8271
5310;8271
2926;8271
5443;8271
4668;8271
2570;8271
3295;8271
3652;8271
4317;8271
3599;8271
5227;8271
4333;8271
5532;8271
2910;8271
5925;8271
4246;8271
3927;8271
4384;8271
4115;8271
5097;8271
5515;8271
3314;8271
7055;8271
4597;8271
4219;8271
3217;8271
6671;8271
4425;8271
6715;8271
2960;8271
5957;8271
6607;8271
4541;8271
3912;8271
6665;8271
2961;8271
3071;8271
2680;8271
2928;8271
3896;8271
4889;8271
4306;8271
4351;8271
4466;8271
3702;8271
4160;8271
5079;8271
3942;8271
6440;8271
4612;8271
3399;8271
4211;8271
2727;8271
3076;8271
4065;8271
5036;8271
5962;8271
4064;8271
3395;8271
4295;8271
2901;8271
6268;8271
4986;8271
5546;8271
4714;8271
3687;8271
Current;Best
3889;3889
3034;3889
3323;3889
5090;5090
4355;5090
7016;7016
3322;7016
4070;7016
3448;7016
3566;7016
3962;7016
4385;7016
6518;7016
3205;7016
3003;7016
3391;7016
2233;7016
4170;7016
5583;7016
4191;7016
2090;7016
4412;7016
2680;7016
3757;7016
4718;7016
4887;7016
2822;7016
4860;7016
5047;7016
5935;7016
5502;7016
7016;7016
4256;7016
4266;7016
4160;7016
4045;7016
4224;7016
4099;7016
4212;7016
5795;7016
4069;7016
3169;7016
2403;7016
4815;7016
6626;7016
3671;7016
3875;7016
5347;7016
3893;7016
4087;7016
4920;7016
3161;7016
4873;7016
4056;7016
5054;7016
3243;7016
3898;7016
2624;7016
3730;7016
6479;7016
3769;7016
5056;7016
3967;7016
3499;7016
3429;7016
5659;7016
3359;7016
3427;7016
5998;7016
4135;7016
3814;7016
2509;7016
2738;7016
3585;7016
3787;7016
4996;7016
3015;7016
3716;7016
4307;7016
3267;7016
3557;7016
5794;7016
3752;7016
4775;7016
4330;7016
5592;7016
2136;7016
4408;7016
5550;7016
3618;7016
5464;7016
3905;7016
3793;7016
4634;7016
3989;7016
2541;7016
2381;7016
2853;7016
2980;7016
3803;7016
3749;7016
4117;7016
3962;7016
4275;7016
2942;7016
3918;7016
Current;Best
3845;3845
2056;3845
2982;3845
3978;3978
4135;4135
3355;4135
2146;4135
3323;4135
3368;4135
3916;4135
3847;4135
5023;5023
6796;6796
5012;6796
3136;6796
4675;6796
2993;6796
4905;6796
4400;6796
4455;6796
6244;6796
4084;6796
4286;6796
5816;6796
2712;6796
4833;6796
4036;6796
3969;6796
3697;6796
2657;6796
2746;6796
3728;6796
5570;6796
4872;6796
4980;6796
3731;6796
3716;6796
3708;6796
2525;6796
3517;6796
5354;6796
5401;6796
3684;6796
1952;6796
2977;6796
3957;6796
6460;6796
5123;6796
3670;6796
6179;6796
3394;6796
4065;6796
5093;6796
3396;6796
3753;6796
3856;6796
4311;6796
5067;6796
4051;6796
4491;6796
3002;6796
5642;6796
3730;6796
3400;6796
6541;6796
4784;6796
4776;6796
6483;6796
4288;6796
5291;6796
4293;6796
4349;6796
4674;6796
3526;6796
3592;6796
4306;6796
5690;6796
3183;6796
5675;6796
5053;6796
3661;6796
4554;6796
3901;6796
2873;6796
3036;6796
4110;6796
5075;6796
3933;6796
4376;6796
4877;6796
5077;6796
3526;6796
4189;6796
4797;6796
2641;6796
5737;6796
2104;6796
4757;6796
1874;6796
3095;6796
4494;6796
3133;6796
6154;6796
3459;6796
5487;6796
4296;6796
4291;6796
4162;6796
3575;6796
4526;6796
4628;6796
4379;6796
3698;6796
3816;6796
4064;6796
5005;6796
4808;6796
3117;6796
3699;6796
3982;6796
4592;6796
4339;6796
5026;6796
3201;6796
3731;6796
3301;6796
5875;6796
4448;6796
2849;6796
5324;6796
4948;6796
4823;6796
3941;6796
3154;6796
2858;6796
4773;6796
5070;6796
3875;6796
4476;6796
3511;6796
4893;6796
6292;6796
3737;6796
3525;6796
2869;6796
4895;6796
2761;6796
3394;6796
4631;6796
2664;6796
5946;6796
5032;6796
5379;6796
4857;6796
4641;6796
4416;6796
3874;6796
4157;6796
4604;6796
3391;6796
3162;6796
3339;6796
4153;6796
3168;6796
4017;6796
3070;6796
5356;6796
1403;6796
3240;6796
3143;6796
2595;6796
3255;6796
4361;6796
5331;6796
4775;6796
5349;6796
3835;6796
3549;6796
4098;6796
3960;6796
5988;6796
3587;6796
5205;6796
3951;6796
5243;6796
5877;6796
4670;6796
2197;6796
5377;6796
3194;6796
2688;6796
5782;6796
5211;6796
2768;6796
3025;6796
5607;6796
4400;6796
4129;6796
4891;6796
3318;6796
4098;6796
3699;6796
3631;6796
3076;6796
1256;6796
4562;6796
3611;6796
4804;6796
3112;6796
3885;6796
3075;6796
5285;6796
4020;6796
5090;6796
2140;6796
4519;6796
6243;6796
3154;6796
4374;6796
4949;6796
4484;6796
3389;6796
3660;6796
3947;6796
4733;6796
5484;6796
4446;6796
3261;6796
4000;6796
4070;6796
4820;6796
5689;6796
2731;6796
2187;6796
4259;6796
3368;6796
5461;6796
3304;6796
6311;6796
3449;6796
3493;6796
2905;6796
2771;6796
2891;6796
3547;6796
5294;6796
5490;6796
5721;6796
3741;6796
2880;6796
4258;6796
3123;6796
4831;6796
3060;6796
4109;6796
3975;6796
3684;6796
4692;6796
3299;6796
5040;6796
5258;6796
5318;6796
3931;6796
5179;6796
3177;6796
3628;6796
3578;6796
3338;6796
4535;6796
3871;6796
4974;6796
3328;6796
3928;6796
2874;6796
3183;6796
2821;6796
4792;6796
2658;6796
7157;7157
6275;7157
2889;7157
4900;7157
4661;7157
4190;7157
6042;7157
2615;7157
5651;7157
3505;7157
6215;7157
3600;7157
2912;7157
4496;7157
2295;7157
5761;7157
3837;7157
2991;7157
2250;7157
4417;7157
2772;7157
3562;7157
4531;7157
3142;7157
4956;7157
3794;7157
5420;7157
3147;7157
4365;7157
4562;7157
4469;7157
6043;7157
3562;7157
4543;7157
4446;7157
4127;7157
3012;7157
5716;7157
2427;7157
3552;7157
2984;7157
6135;7157
4243;7157
2558;7157
4689;7157
4229;7157
7004;7157
3599;7157
3562;7157
3306;7157
4067;7157
3637;7157
5994;7157
3244;7157
6127;7157
4993;7157
4136;7157
5069;7157
5159;7157
4146;7157
3390;7157
5097;7157
3458;7157
4505;7157
3545;7157
2629;7157
4430;7157
4624;7157
2839;7157
4782;7157
6176;7157
2468;7157
5025;7157
4948;7157
3113;7157
3153;7157
1826;7157
3461;7157
5100;7157
3886;7157
5092;7157
3768;7157
4382;7157
4335;7157
3889;7157
4898;7157
4108;7157
6026;7157
5214;7157
4237;7157
2705;7157
6044;7157
3536;7157
3594;7157
5820;7157
3504;7157
6827;7157
3759;7157
5984;7157
4266;7157
4361;7157
3001;7157
5808;7157
6338;7157
5586;7157
2914;7157
3752;7157
3972;7157
4959;7157
3962;7157
3089;7157
2970;7157
3357;7157
2876;7157
3406;7157
6971;7157
5834;7157
2593;7157
4065;7157
1921;7157
3357;7157
4218;7157
3343;7157
2104;7157
4756;7157
3608;7157
5169;7157
3699;7157
4510;7157
3190;7157
3012;7157
3034;7157
4921;7157
4318;7157
4923;7157
4462;7157
4567;7157
5222;7157
5272;7157
3887;7157
3575;7157
3378;7157
5509;7157
3067;7157
5676;7157
4582;7157
5797;7157
3662;7157
2385;7157
4327;7157
4918;7157
4378;7157
4403;7157
5637;7157
4293;7157
3512;7157
2303;7157
4297;7157
4843;7157
5979;7157
2563;7157
4393;7157
4477;7157
4646;7157
4661;7157
5549;7157
2848;7157
4476;7157
4196;7157
2366;7157
4235;7157
5807;7157
4880;7157
4162;7157
7029;7157
1870;7157
3174;7157
3376;7157
2972;7157
2965;7157
5113;7157
3314;7157
2781;7157
3081;7157
5662;7157
3670;7157
4060;7157
5823;7157
4961;7157
5105;7157
3559;7157
2836;7157
3982;7157
2835;7157
4509;7157
3829;7157
3881;7157
3767;7157
5792;7157
5275;7157
5018;7157
3628;7157
4333;7157
4001;7157
3710;7157
4728;7157
3991;7157
4191;7157
6101;7157
4310;7157
2658;7157
4034;7157
3738;7157
5714;7157
7489;7489
3631;7489
4220;7489
3002;7489
3725;7489
4561;7489
3553;7489
4827;7489
2523;7489
3786;7489
2679;7489
5480;7489
4046;7489
3652;7489
5619;7489
4977;7489
3655;7489
4108;7489
4125;7489
3093;7489
4579;7489
2366;7489
5339;7489
5195;7489
3970;7489
3017;7489
6400;7489
4976;7489
4179;7489
4188;7489
4589;7489
4220;7489
3235;7489
4281;7489
4880;7489
4945;7489
3589;7489
2728;7489
4889;7489
4507;7489
5280;7489
5593;7489
3906;7489
3910;7489
1375;7489
5190;7489
6604;7489
4403;7489
4640;7489
5028;7489
3368;7489
3631;7489
3175;7489
5897;7489
2666;7489
4306;7489
3441;7489
2697;7489
3386;7489
3213;7489
4149;7489
3754;7489
4265;7489
4171;7489
5129;7489
3797;7489
4756;7489
2179;7489
4673;7489
3482;7489
2066;7489
3879;7489
5426;7489
4211;7489
2979;7489
3351;7489
4615;7489
4124;7489
7476;7489
5317;7489
4487;7489
3959;7489
5086;7489
4086;7489
3013;7489
4185;7489
3355;7489
4956;7489
5411;7489
4571;7489
4220;7489
5208;7489
3577;7489
3640;7489
4358;7489
3468;7489
3707;7489
3816;7489
2606;7489
3853;7489
4907;7489
4267;7489
1955;7489
4082;7489
5396;7489
6112;7489
3457;7489
4455;7489
2589;7489
3878;7489
3085;7489
2713;7489
4488;7489
3573;7489
5994;7489
3781;7489
6833;7489
3826;7489
2219;7489
3966;7489
3900;7489
4333;7489
2975;7489
2498;7489
2409;7489
4458;7489
3465;7489
4803;7489
5491;7489
4944;7489
4832;7489
3549;7489
4073;7489
5621;7489
5306;7489
5034;7489
3935;7489
4100;7489
3452;7489
2982;7489
6810;7489
2576;7489
3636;7489
2589;7489
3645;7489
4784;7489
1759;7489
5125;7489
3466;7489
5587;7489
4169;7489
2777;7489
4287;7489
6358;7489
6293;7489
4172;7489
3119;7489
4717;7489
2680;7489
4019;7489
5153;7489
4311;7489
2536;7489
5322;7489
3763;7489
4932;7489
4442;7489
3468;7489
3277;7489
3500;7489
3292;7489
3357;7489
1911;7489
4279;7489
4464;7489
4051;7489
3692;7489
2995;7489
5376;7489
3530;7489
2080;7489
4403;7489
3830;7489
5144;7489
3521;7489
4387;7489
4297;7489
2360;7489
3942;7489
5645;7489
2847;7489
4715;7489
4693;7489
3046;7489
3147;7489
4402;7489
3775;7489
4881;7489
3267;7489
4647;7489
4995;7489
3244;7489
3453;7489
2596;7489
3562;7489
3184;7489
5073;7489
5233;7489
5426;7489
2445;7489
4177;7489
5927;7489
4249;7489
4760;7489
1755;7489
3822;7489
4244;7489
4744;7489
4649;7489
3212;7489
3255;7489
4200;7489
2302;7489
3121;7489
4285;7489
4527;7489
4168;7489
5352;7489
5102;7489
2701;7489
8133;8133
3859;8133
3345;8133
4462;8133
4322;8133
4921;8133
6081;8133
4347;8133
3943;8133
3570;8133
4465;8133
2975;8133
3607;8133
4211;8133
4774;8133
5160;8133
4362;8133
4809;8133
2899;8133
6604;8133
4271;8133
5020;8133
5989;8133
4087;8133
2873;8133
4538;8133
4915;8133
5221;8133
4513;8133
2166;8133
3939;8133
4101;8133
4316;8133
2883;8133
3746;8133
2316;8133
3564;8133
3773;8133
5182;8133
4378;8133
5211;8133
2932;8133
3414;8133
5474;8133
4025;8133
3034;8133
4293;8133
3901;8133
3542;8133
4776;8133
4471;8133
3761;8133
2471;8133
3805;8133
4211;8133
2774;8133
4171;8133
4679;8133
3307;8133
6370;8133
4888;8133
3510;8133
4747;8133
7962;8133
4391;8133
4139;8133
2853;8133
6007;8133
5133;8133
4410;8133
4391;8133
3662;8133
2951;8133
4985;8133
3468;8133
2826;8133
6101;8133
3059;8133
7015;8133
3252;8133
6532;8133
5052;8133
4143;8133
5079;8133
4621;8133
5143;8133
7560;8133
3664;8133
5285;8133
3899;8133
4341;8133
5807;8133
3971;8133
3736;8133
3564;8133
4813;8133
2993;8133
5098;8133
3960;8133
3875;8133
2785;8133
2086;8133
4307;8133
3445;8133
4839;8133
2414;8133
2746;8133
4371;8133
5636;8133
2536;8133
4211;8133
5034;8133
5257;8133
4915;8133
4447;8133
3362;8133
8020;8133
2845;8133
5025;8133
4462;8133
3214;8133
2516;8133
4371;8133
5224;8133
3887;8133
2563;8133
9363;9363
3803;9363
5475;9363
6416;9363
5569;9363
3335;9363
4562;9363
3439;9363
2232;9363
3864;9363
3196;9363
3967;9363
3262;9363
4632;9363
3999;9363
3424;9363
4311;9363
5253;9363
3610;9363
1226;9363
4398;9363
5444;9363
3744;9363
4177;9363
3799;9363
4903;9363
5003;9363
4631;9363
3933;9363
4598;9363
2103;9363
4261;9363
4512;9363
5975;9363
5358;9363
4957;9363
3862;9363
4260;9363
3887;9363
4119;9363
2631;9363
1907;9363
3959;9363
6031;9363
5406;9363
3715;9363
4026;9363
3718;9363
4438;9363
3858;9363
7352;9363
3649;9363
4954;9363
4084;9363
4122;9363
4957;9363
3310;9363
3559;9363
3690;9363
3652;9363
4262;9363
3831;9363
3653;9363
7903;9363
4761;9363
5250;9363
4773;9363
4294;9363
4436;9363
3119;9363
3907;9363
3370;9363
3823;9363
3897;9363
4010;9363
3401;9363
3966;9363
3137;9363
4502;9363
4364;9363
3713;9363
2983;9363
2222;9363
4235;9363
3143;9363
4289;9363
2448;9363
4312;9363
